File,Code,Level,Prompt,Multiplier,Files
BBCCA-9,BBCCA,9,A pop-art painting with a green background color of a reflective person running next to a large crowd of people beside an elephant,1,4
BBCCA-10,BBCCA,10,A pop-art painting with a green background color of a reflective person running next to a large crowd of people watching a flying unicorn,1,4
BBCCB-1,BBCCB,1,A basquait painting with a green background color of a reflective person running next to a small group of people near some butterflies,3,12
BBCCB-2,BBCCB,2,An oil painting with a green background color of a reflective person running next to a large crowd of people towards a fish pond,3,12
BBCCB-3,BBCCB,3,An oil painting with a green background color of a reflective person running next to a large crowd of people towards a hen shed,2,8
BBCCB-4,BBCCB,4,An oil painting with a green background color of a reflective person running next to a large crowd of people looking at a giraffe,3,12
BBCCB-5,BBCCB,5,An oil painting with a green background color of a reflective person running next to a large crowd of people towards a monkey,1,4
BBCCB-6,BBCCB,6,An oil painting with a green background color of a reflective person running next to a large crowd of people with a pet leopard,2,8
BBCCB-7,BBCCB,7,An oil painting with a green background color of a reflective person running next to a large crowd of people at a dolphin show,1,4
BBCCB-8,BBCCB,8,An oil painting with a green background color of a reflective person running next to a large crowd of people towards a grazing zebra,1,4
BBCCB-9,BBCCB,9,An oil painting with a green background color of a reflective person running next to a large crowd of people looking at an elephant,1,4
BBCCB-10,BBCCB,10,An oil painting with a green background color of a reflective person running next to a large crowd of people watching a flying unicorn,1,4
BBCCC-1,BBCCC,1,A pop-art painting with a green background color of a reflective person running next to large group of people near a butterfly,3,12
BBCCC-2,BBCCC,2,A picasso painting with a green background color of a reflective person running next to a large crowd of people selling fish,4,16
BBCCC-3,BBCCC,3,A picasso painting with a green background color of a reflective person running next to a large crowd of people at a hen market,4,16
BBCCC-4,BBCCC,4,A picasso painting with a green background color of a reflective person running next to a pet giraffe,2,8
BBCCC-5,BBCCC,5,A picasso painting with a green background color of a reflective person running next to a crowd of people with their pet monkey,1,4
BBCCC-6,BBCCC,6,A picasso painting with a green background color of a reflective person running next to a crowd of people with a fast leopard,1,4
BBCCC-7,BBCCC,7,A picasso painting with a green background color of a reflective person running next to a crowd of people admiring dolphins,1,4
BBCCC-8,BBCCC,8,A picasso painting with a green background color of a reflective person running next to a crowd of people staring at a statue,1,4
BBCCC-9,BBCCC,9,A picasso painting with a green background color of a reflective person running next to a crowd of people at an elephant shelter,1,4
BBCCC-10,BBCCC,10,A picasso painting with a green background color of a reflective person running next to a crowd of people admiring a unicorn,1,4
BCAAA-1,BCAAA,1,An oil painting with a green background color of a reflective person running next to a large group of people towards a baby butterfly on a tree,1,4
BCAAA-2,BCAAA,2,A pop-art painting with a green background color of a cheerful person sleeping in solitude with a fish tank in the background.,1,4
BCAAA-3,BCAAA,3,A pop-art painting with a green background color of a happy person sleeping in solitude next to a pet hen,1,4
BCAAA-4,BCAAA,4,A pop-art painting with a green background color of a cheerful person sleeping in solitude while clutching on to their giraffe toy.,1,4
BCAAA-5,BCAAA,5,A pop-art painting with a green background color of a happy person sleeping in solitude beside their pet monkey,1,4
BCAAA-6,BCAAA,6,A pop-art painting with a green background color of a happy person sleeping in solitude with a toy leopard,1,4
BCAAA-7,BCAAA,7,A pop-art painting with a green background color of a happy person sleeping in solitude and dreaming of a dolphin,1,4
BCAAA-8,BCAAA,8,A pop-art painting with a green background color of a happy person sleeping in solitude next to a picture of a zebra,1,4
BCAAA-9,BCAAA,9,A pop-art painting with a green background color of a happy person sleeping in solitude with a toy elephant,1,4
BCAAA-10,BCAAA,10,A pop-art painting with a green background color of a happy person sleeping in solitude and dreaming of a unicorn,1,4
BCAAB-1,BCAAB,1,A basquait painting with a green background color of a reflective person running at a party full of people  watching some butterflies,1,4
BCAAB-2,BCAAB,2,An acrylic painting with a green background color of a cheerful person seated on a bench alone feeding fish.,1,4
BCAAB-3,BCAAB,3,An acrylic painting with a green background color of a cheerful person seated on a bench alone beside their pet hen.,1,4
BCAAB-4,BCAAB,4,An acrylic painting with a green background color of a cheerful person seated on a bench alone next to a giraffe.,1,4
BCAAB-5,BCAAB,5,An acrylic painting with a green background color of a cheerful person seated on a bench alone beside their pet monkey,1,4
BCAAB-6,BCAAB,6,An acrylic painting with a green background color of a cheerful person seated on a bench alone with a leopard approaching them.,1,4
BCAAB-7,BCAAB,7,An acrylic painting with a green background color of a happy person seated on a bench alone admiring dolphins,1,4
BCAAB-8,BCAAB,8,An acrylic painting with a green background color of a cheerful person seated on a bench alone with a zebra standing next to them.,1,4
BCAAB-9,BCAAB,9,An acrylic painting with a green background color of a happy person seated on a bench alone next to an elephant,1,4
BCAAB-10,BCAAB,10,An acrylic painting with a green background color of a happy person seated on a bench alone and thinking of a beautiful unicorn,1,4
BCAAC-1,BCAAC,1,A pop-art painting with a green background color of a cheerful person sleeping alone next to a baby butterfly,1,4
BCAAC-2,BCAAC,2,An abstract painting with a green background color of a happy person in solitude seated on a bench next to a fish tank,2,8
BCAAC-3,BCAAC,3,An abstract painting with a green background color of a cheerful person in solitude seated on a bench feeding a hen and its chicks..,1,4
BCAAC-4,BCAAC,4,An abstract painting with a green background color of a happy person in solitude seated on a bench next to a pet giraffe,1,4
BCAAC-5,BCAAC,5,An abstract painting with a green background color of a happy person in solitude seated on a bench with a friendly monkey,1,4
BCAAC-6,BCAAC,6,An abstract painting with a green background color of a happy person in solitude seated on a bench watching a leopard,1,4
BCAAC-7,BCAAC,7,An abstract painting with a green background color of a happy person in solitude seated on a bench next to a dolphin swimming,1,4
BCAAC-8,BCAAC,8,An abstract painting with a green background color of a happy person in solitude seated on a bench with a pet zebra,1,4
BCAAC-9,BCAAC,9,An abstract painting with a green background color of a happy person in solitude seated on a bench with a small elephant,1,4
BCAAC-10,BCAAC,10,An abstract painting with a green background color of a happy person in solitude seated on a bench at a unicorn park,1,4
BCABA-1,BCABA,1,An acrylic painting with a green background color of a cheerful person seated alone next to a flutter of butterflies,1,4
BCABA-2,BCABA,2,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people eating fish.,1,4
BCABA-3,BCABA,3,"A pop-art painting with a green background color of a cheerful person standing, carrying a cockerel and surrounded by a small group of people.",1,4
BCABA-4,BCABA,4,A pop-art painting with a green background color of a cheerful person standing next to a giraffe statue surrounded by a small group of people.,1,4
BCABA-5,BCABA,5,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people looking at a monkey on a tree.,1,4
BCABA-6,BCABA,6,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people looking at a leopard statue.,1,4
BCABA-7,BCABA,7,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people.in a dolphin park.,1,4
BCABA-8,BCABA,8,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people with a zebra in the background.,1,4
BCABA-9,BCABA,9,A pop-art painting with a green background color of a cheerful person standing next to an elephant surrounded by a small group of people.,1,4
BCABA-10,BCABA,10,A pop-art painting with a green background color of a cheerful person standing surrounded by a small group of people watching a unicorn fly.,1,4
BCABB-1,BCABB,1,An abstract painting with a green background color of a cheerful person seated alone next to a flutter of butterflies,1,4
BCABB-2,BCABB,2,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people. next to a sea full of fish.,1,4
BCABB-3,BCABB,3,"An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people while carrying chicks in his hands,",1,4
BCABB-4,BCABB,4,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people in a field of giraffes.,1,4
BCABB-5,BCABB,5,An acrylic painting with a green background color of a smily person standing next to a monkey statue at a casual gathering of 4 people,1,4
BCABB-6,BCABB,6,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people.in a leopard park.,1,4
BCABB-7,BCABB,7,An acrylic painting with a green background color of a smily person touching a dolphin while standing at a casual gathering of 4 people.,1,4
BCABB-8,BCABB,8,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people in a zebra park.,1,4
BCABB-9,BCABB,9,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people with elephants walming in the background.,1,4
BCABB-10,BCABB,10,An acrylic painting with a green background color of a smily person standing at a casual gathering of 4 people next to a unicorn statue.,1,4
BCABC-1,BCABC,1,A pop-art painting with a green background color of a cheerful person standing while holding a flowervase with a butterfly next to a small group of people,2,8
BCABC-2,BCABC,2,"A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people.with a fish tank behind them,",3,12
BCABC-3,BCABC,3,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people.with a cock flying above them.,1,4
BCABC-4,BCABC,4,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people with a picture of a giraffe in the background.,1,4
BCABC-5,BCABC,5,A Basquait-style painting with a green background color of an upbeat person sleeping with their pet monkey alongside a small group of people.,1,4
BCABC-6,BCABC,6,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people with a leopard in a cage behind them.,1,4
BCABC-7,BCABC,7,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people.with a dolphin statue behind them.,1,4
BCABC-8,BCABC,8,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people with a figure pf a zebra in the background.,1,4
BCABC-9,BCABC,9,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people in an elephant zoo.,1,4
BCABC-10,BCABC,10,A Basquait-style painting with a green background color of an upbeat person sleeping alongside a small group of people with a picture of a unicorn in the background.,1,4
BCACA-1,BCACA,1,An acrylic painting with a green background color of a happy person standing next to a small group of people watching some baby butterflies,1,4
BCACA-2,BCACA,2,A pop-art painting with a green background color of an upbeat person standing at a party full of people with fish dropping from the sky.,1,4
BCACA-3,BCACA,3,A pop-art painting with a green background color of an upbeat person standing at a party full of people throwing a cockerel in the air.,1,4
BCACA-4,BCACA,4,A pop-art painting with a green background color of an upbeat person standing at a party full of people in a giraffe park.,1,4
BCACA-5,BCACA,5,A pop-art painting with a green background color of an upbeat person standing next to a monkey at a party full of people,1,4
BCACA-6,BCACA,6,A pop-art painting with a green background color of an upbeat person standing at a party full of people looking at a leopard statue.,1,4
BCACA-7,BCACA,7,A pop-art painting with a green background color of an upbeat person standing at a party full of people in a dolphin zoo.,1,4
BCACA-8,BCACA,8,A pop-art painting with a green background color of an upbeat person standing next to a zebra grazing at a party full of people,1,4
BCACA-9,BCACA,9,A pop-art painting with a green background color of an upbeat person standing next to an elephant figure at a party full of people,1,4
BCACA-10,BCACA,10,A pop-art painting with a green background color of an upbeat person standing at a party full of people watching an alicorn fly above them,1,4
BCACB-1,BCACB,1,A basquait painting with a green background color of an upbeat person standing next to a small group of people looking at a beautiful butterfly,1,4
BCACB-2,BCACB,2,An acrylic painting with a green background color of a happy person standing still at a party full of people while carrying a basket of fish.,1,4
BCACB-3,BCACB,3,An acrylic painting with a green background color of a happy person standing still at a party full of people with a hen flying above them.,1,4
BCACB-4,BCACB,4,An acrylic painting with a green background color of a happy person standing still at a party full of people wearing a t-shirt with an image of a giraffe.,1,4
BCACB-5,BCACB,5,An acrylic painting with a green background color of a happy person standing still at a party full of people with a dancing monkey int he background.,1,4
BCACB-6,BCACB,6,An acrylic painting with a green background color of a happy person standing still at a party full of people in a leopard zoo,1,4
BCACB-7,BCACB,7,An acrylic painting with a green background color of a happy person standing still at a party full of people next to a pond of dolphins.,1,4
BCACB-8,BCACB,8,An acrylic painting with a green background color of a happy person standing still at a party full of people watching a zebra in the park.,1,4
BCACB-9,BCACB,9,An acrylic painting with a green background color of a happy person standing still at a party full of people in a circus with a pink elephant.,1,4
BCACB-10,BCACB,10,An acrylic painting with a green background color of a happy person standing still at a party full of people wearing a T-shirt with a unicorn image.,1,4
BCACC-1,BCACC,1,A pop-art painting with a green background color of a happy person standing next to a large group of people staring at some butterflies,2,8
BCACC-2,BCACC,2,A Basquait-style painting with a green background color of a happy person seated next to a fish aquarium with an army full of people behind them.,4,16
BCACC-3,BCACC,3,A Basquait-style painting with a green background color of a happy person seated feeding a hen an dits chicks with an army full of people behind them.,2,8
BCACC-4,BCACC,4,A Basquait-style painting with a green background color of a happy person seated on a giraffe statuewith an army full of people behind them.,3,12
BCACC-5,BCACC,5,A Basquait-style painting with a green background color of a happy person seated beside his pet monkey with an army full of people behind them.,1,4
BCACC-6,BCACC,6,A Basquait-style painting with a green background color of a happy person seated with an army full of people behind them with leopard cubs playing in the background.,1,4
BCACC-7,BCACC,7,A Basquait-style painting with a green background color of a happy person seated watching a blue dolphin with an army full of people behind them.,1,4
BCACC-8,BCACC,8,A Basquait-style painting with a green background color of a happy person seated on the back of a zebra with an army full of people behind them.,1,4
BCACC-9,BCACC,9,A Basquait-style painting with a green background color of a happy person seated on a bench with an army full of people behind them with an elephant figure in the background.,1,4
BCACC-10,BCACC,10,A Basquait-style painting with a green background color of a happy person seated on a pink unicorn with an army full of people behind them.,1,4
BCBAA-1,BCBAA,1,An acrylic painting with a green background color of a happy person seated next to a large group of people looking at a butterfly,1,4
BCBAA-2,BCBAA,2,A pop-art painting with a green background color of a happy person jogging alone. wearing a jacket with an image of a fish.,1,4
BCBAA-3,BCBAA,3,A pop-art painting with a green background color of a happy person jogging alone. while carrying a cockerel in a cage.,1,4
BCBAA-4,BCBAA,4,A pop-art painting with a green background color of a happy person jogging alone.in a field of giraffes,1,4
BCBAA-5,BCBAA,5,A pop-art painting with a green background color of a happy person jogging alone.with their monkey.,1,4
BCBAA-6,BCBAA,6,A pop-art painting with a green background color of a happy person jogging alone in a leopard park.,1,4
BCBAA-7,BCBAA,7,A pop-art painting with a green background color of a happy person jogging alone on sea shore full of dolphins.,1,4
BCBAA-8,BCBAA,8,A pop-art painting with a green background color of a happy person jogging alone towards a zebra,1,4
BCBAA-9,BCBAA,9,A pop-art painting with a green background color of a happy person jogging alone.,1,4
BCBAA-10,BCBAA,10,A pop-art painting with a green background color of a happy person jogging alone carrying their toy unicorn.,1,4
BCBAB-1,BCBAB,1,An basquait painting with a green background color of a happy person holding a flower with a butterfly on it standing next to a large group of people ,1,4
BCBAB-2,BCBAB,2,An acrylic painting with a green background color of an upbeat person isolated and walking carrying a bag of fish.,1,4
BCBAB-3,BCBAB,3,An acrylic painting with a green background color of an upbeat person isolated and walking behind his pet hen.,1,4
BCBAB-4,BCBAB,4,An acrylic painting with a green background color of an upbeat person isolated and walking.towards a giraffe statue.,1,4
BCBAB-5,BCBAB,5,An acrylic painting with a green background color of an upbeat person isolated and walking his pet monkey.,1,4
BCBAB-6,BCBAB,6,An acrylic painting with a green background color of an upbeat person isolated and walking away from a leopard at a zoo.,1,4
BCBAB-7,BCBAB,7,An acrylic painting with a green background color of an upbeat person isolated and walking past a dolphin tank.,1,4
BCBAB-8,BCBAB,8,An acrylic painting with a green background color of an upbeat person isolated and walking.towards a zebra figure.,1,4
BCBAB-9,BCBAB,9,An acrylic painting with a green background color of an upbeat person isolated and walking behind an elephant.,1,4
BCBAB-10,BCBAB,10,An acrylic painting with a green background color of an upbeat person isolated and walking beside an orange unicorn.,1,4
BCBAC-1,BCBAC,1,A pop-art painting with a green background color of a happy person jogging towards a baby butterfly,1,4
BCBAC-2,BCBAC,2,An abstract painting with a green background color of a person smiling in solitude walking carrying a fish tank.,1,4
BCBAC-3,BCBAC,3,An abstract painting with a green background color of a person smiling in solitude walking with a hen flying above them.,1,4
BCBAC-4,BCBAC,4,An abstract painting with a green background color of a person smiling in solitude walking.beside a giraffe drinking water.,1,4
BCBAC-5,BCBAC,5,An abstract painting with a green background color of a person smiling in solitude walking beside a monkey on a tree.,2,8
BCBAC-6,BCBAC,6,An abstract painting with a green background color of a person smiling in solitude walking holding a leopard by the leash.,1,4
BCBAC-7,BCBAC,7,An abstract painting with a green background color of a person smiling in solitude walking.beside a dolphin in a tank.,1,4
BCBAC-8,BCBAC,8,An abstract painting with a green background color of a person smiling in solitude walking behind a zebra.,1,4
BCBAC-9,BCBAC,9,An abstract painting with a green background color of a person smiling in solitude walking towards an elephant and its calves.,1,4
BCBAC-10,BCBAC,10,An abstract painting with a green background color of a person smiling in solitude walking wearing a T-shirt with a unicorn image.,1,4
BCBBA-1,BCBBA,1,An acrylic painting with a green background color of a cheerful person walking alone towards a butterfly,1,4
BCBBA-2,BCBBA,2,A pop-art painting with a green background color of a cheerful person jogging with a small group of people next to a river with fish.,1,4
BCBBA-3,BCBBA,3,A pop-art painting with a green background color of a cheerful person jogging with a small group of people away from a hen shed,1,4
BCBBA-4,BCBBA,4,A pop-art painting with a green background color of a cheerful person jogging with a small group of people away next to giraffes grazing,1,4
BCBBA-5,BCBBA,5,A pop-art painting with a green background color of a cheerful person jogging with a small group of people next to a small monkey,1,4
BCBBA-6,BCBBA,6,A pop-art painting with a green background color of a cheerful person jogging with a small group of people wearing a t-shirt with an image of a leopard,1,4
BCBBA-7,BCBBA,7,A pop-art painting with a green background color of a cheerful person jogging with a small group of people at a dolphin park,1,4
BCBBA-8,BCBBA,8,A pop-art painting with a green background color of a cheerful person jogging with a small group of people next to a zebra,1,4
BCBBA-9,BCBBA,9,A pop-art painting with a green background color of a cheerful person jogging with a small group of people in an elephant park.,1,4
BCBBA-10,BCBBA,10,A pop-art painting with a green background color of a cheerful person jogging with a small group of people.with a unicorn following them.,1,4
BCBBB-1,BCBBB,1,An basquait painting with a green background color of a person smiling walking towards a butterfly on a purple tree,1,4
BCBBB-2,BCBBB,2,An oil painting with a green background color of a cheerful person walking next to a small group of people observing tilapia,2,8
BCBBB-3,BCBBB,3,An oil painting with a green background color of a cheerful person walking next to a small group of people wearing a t-shirt with the image of a hen,1,4
BCBBB-4,BCBBB,4,An oil painting with a green background color of a cheerful person walking next to a small group of people and a small giraffe,1,4
BCBBB-5,BCBBB,5,An oil painting with a green background color of a cheerful person walking next to a small group of people and a small monkey,1,4
BCBBB-6,BCBBB,6,An oil painting with a green background color of a cheerful person walking alongside a small group of people watching a leopard chase a gazelle.,1,4
BCBBB-7,BCBBB,7,An oil painting with a green background color of a cheerful person walking alongside a small group of people. carrying a dolphin in a basket.,1,4
BCBBB-8,BCBBB,8,An oil painting with a green background color of a cheerful person walking alongside a small group of people feeding a zebra.,1,4
BCBBB-9,BCBBB,9,An oil painting with a green background color of a cheerful person walking next to a small group of people with a pet elephant,1,4
BCBBB-10,BCBBB,10,An oil painting with a green background color of a cheerful person walking next to a small group of people watching an alicorn,1,4
BCBBC-1,BCBBC,1,A pop-art painting with a green background color of a cheerful person jogging next to a small group of people in an orchard with butterflies,2,8
BCBBC-2,BCBBC,2,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to some fish,2,8
BCBBC-3,BCBBC,3,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to some hens,1,4
BCBBC-4,BCBBC,4,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a giraffe,1,4
BCBBC-5,BCBBC,5,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a monkey,1,4
BCBBC-6,BCBBC,6,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a leopard,1,4
BCBBC-7,BCBBC,7,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a dolphin,1,4
BCBBC-8,BCBBC,8,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a zebra,1,4
BCBBC-9,BCBBC,9,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to an elephant,1,4
BCBBC-10,BCBBC,10,A basquiat painting with a green background color of a cheerful person jogging with a small group of people next to a unicorn,1,4
BCBCA-1,BCBCA,1,An oil painting with a green background color of a cheerful person walking next to a small group of people on a yard with baby butterflies,1,4
BCBCA-2,BCBCA,2,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people selling fish,1,4
BCBCA-3,BCBCA,3,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people with a hen,1,4
BCBCA-4,BCBCA,4,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people with a pet giraffe,1,4
BCBCA-5,BCBCA,5,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people with a pet monkey,1,4
BCBCA-6,BCBCA,6,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people with a pet leopard,1,4
BCBCA-7,BCBCA,7,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people at a dolphin park,1,4
BCBCA-8,BCBCA,8,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people with zebras grazing,1,4
BCBCA-9,BCBCA,9,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people watching an elephant,1,4
BCBCA-10,BCBCA,10,A pop-art painting with a green background color of a cheerful person walking next to a large crowd of people admiring a unicorn,1,4
BCBCB-1,BCBCB,1,An picasso painting with a green background color of a cheerful person jogging next to a small group of people on a lawn with butterflies ,1,4
BCBCB-2,BCBCB,2,An acrylic painting with a green background color of a happy person running next to a large group of people towards some guppies,1,4
BCBCB-3,BCBCB,3,An acrylic painting with a green background color of a happy person running next to a large crowd of people towards a cockerel,1,4
BCBCB-4,BCBCB,4,An acrylic painting with a green background color of a happy person running next to a large crowd of people admiring a giraffe,1,4
BCBCB-5,BCBCB,5,An acrylic painting with a green background color of a happy person running next to a large crowd of people and a pet monkey,1,4
BCBCB-6,BCBCB,6,An acrylic painting with a green background color of a happy person running next to a large crowd of people beside a leopard,1,4
BCBCB-7,BCBCB,7,An acrylic painting with a green background color of a happy person running next to a large crowd of people observing a dolphin swimming,1,4
BCBCB-8,BCBCB,8,An acrylic painting with a green background color of a happy person running next to a large crowd of people watching a zebra,1,4
BCBCB-9,BCBCB,9,An acrylic painting with a green background color of a happy person running next to a large crowd of people who love elephants,1,4
BCBCB-10,BCBCB,10,An acrylic painting with a green background color of a happy person running next to a large crowd of people admiring an alicorn,1,4
BCBCC-1,BCBCC,1,A pop-art painting with a green background color of an upbeat person walking next to a group of people in a garden with some butterflies,2,8
BCBCC-2,BCBCC,2,A Picasso-style painting with a green background color of an upbeat person running through a throng of people away from a huge fish.,3,12
BCBCC-3,BCBCC,3,A Picasso-style painting with a green background color of an upbeat person running alongside a hen and its chicks through a throng of people,3,12
BCBCC-4,BCBCC,4,A Picasso-style painting with a green background color of an upbeat person running through a throng of people in a giraffe park.,1,4
BCBCC-5,BCBCC,5,A Picasso-style painting with a green background color of an upbeat person running through a throng of people with a dancing monkey in the background.,1,4
BCBCC-6,BCBCC,6,A Picasso-style painting with a green background color of an upbeat person running through a throng of people away from a leopard.,1,4
BCBCC-7,BCBCC,7,A Picasso-style painting with a green background color of an upbeat person running through a throng of people in a dolphin park.,1,4
BCBCC-8,BCBCC,8,A Picasso-style painting with a green background color of an upbeat person wearing a T-shirt with the image of a zebra running through a throng of people,1,4
BCBCC-9,BCBCC,9,A Picasso-style painting with a green background color of an upbeat person running through a throng of people towards an elephant calf.,1,4
BCBCC-10,BCBCC,10,A Picasso-style painting with a green background color of an upbeat person running with his pink unicorn through a throng of people,1,4
BCCAA-1,BCCAA,1,An acrylic painting with a green background color of an upbeat person running at a party full of people chasing a beautiful butterfly,1,4
BCCAA-2,BCCAA,2,A pop-art painting with a green background color of a smily person in solitude running on a sea shore full of fish.,1,4
BCCAA-3,BCCAA,3,A pop-art painting with a green background color of a smily person in solitude running. towards a cockerel.,1,4
BCCAA-4,BCCAA,4,A pop-art painting with a green background color of a smily person in solitude running towards a tall giraffe.,1,4
BCCAA-5,BCCAA,5,A pop-art painting with a green background color of a smily person in solitude running.besides his pet monkey.,1,4
BCCAA-6,BCCAA,6,A pop-art painting with a green background color of a smily person in solitude running. from a  leopard.,1,4
BCCAA-7,BCCAA,7,A pop-art painting with a green background color of a smily person in solitude running towards a dolphin statue.,1,4
BCCAA-8,BCCAA,8,A pop-art painting with a green background color of a smily person in solitude running in zebra zoo.,1,4
BCCAA-9,BCCAA,9,A pop-art painting with a green background color of a smily person in solitude running in an elephant park.,1,4
BCCAA-10,BCCAA,10,A pop-art painting with a green background color of a smily person in solitude running away from flying unicorns.,1,4
BCCAB-1,BCCAB,1,A Picasso-style painting with a green background color of an upbeat person running through a large group of people to touch a butterfly,1,4
BCCAB-2,BCCAB,2,An oil painting with a green background color of a happy person with a fish tank in their hands running alone.,1,4
BCCAB-3,BCCAB,3,An oil painting with a green background color of a happy person with a bucket of chicken in their hands running alone.,1,4
BCCAB-4,BCCAB,4,An oil painting with a green background color of a happy person running alone in a giraffe park.,1,4
BCCAB-5,BCCAB,5,An oil painting with a green background color of a happy person running alone.away from an angry monkey,1,4
BCCAB-6,BCCAB,6,An oil painting with a green background color of a happy person running alone with his pet leopard,1,4
BCCAB-7,BCCAB,7,An oil painting with a green background color of a happy person running alone away with a picture of a dolphin in the background.,1,4
BCCAB-8,BCCAB,8,An oil painting with a green background color of a happy person running alone wearing a T-shirt with a zebra image.,1,4
BCCAB-9,BCCAB,9,An oil painting with a green background color of a happy person running alone toward an elephant.,1,4
BCCAB-10,BCCAB,10,"An oil painting with a green background color of a happy person running alone carrying their toy unicorn,",1,4
BCCAC-1,BCCAC,1,A pop-art painting with a green background color of a smiley person running with a vase that has a butterfly on it,1,4
BCCAC-2,BCCAC,2,A Picasso-style painting with a green background color of a cheerful person running by themselves. past a pond of fish.,1,4
BCCAC-3,BCCAC,3,A Picasso-style painting with a green background color of a cheerful person running by themselves past a hen in a cage.,2,8
BCCAC-4,BCCAC,4,A Picasso-style painting with a green background color of a cheerful person running by themselves. with a picture of a giraffe in the background.,2,8
BCCAC-5,BCCAC,5,A Picasso-style painting with a green background color of a cheerful person running by themselves with a monkey on a tree watching them.,1,4
BCCAC-6,BCCAC,6,A Picasso-style painting with a green background color of a cheerful person running by themselves while carrying their toy leopard.,1,4
BCCAC-7,BCCAC,7,A Picasso-style painting with a green background color of a cheerful person running by themselves past a river full of dolphins,1,4
BCCAC-8,BCCAC,8,A Picasso-style painting with a green background color of a cheerful person running by themselves away from zebras.,1,4
BCCAC-9,BCCAC,9,A Picasso-style painting with a green background color of a cheerful person running by themselves in an elephant park.,1,4
BCCAC-10,BCCAC,10,A Picasso-style painting with a green background color of a cheerful person running by themselves with unicorns in the sky.,1,4
BCCBA-1,BCCBA,1,An oil painting with a green background color of a happy person running in a garden that has beautiful honeybees,1,4
BCCBA-2,BCCBA,2,A pop-art painting with a green background color of a cheerful person running next to a fish aquarium alongside a small group of people,1,4
BCCBA-3,BCCBA,3,A pop-art painting with a green background color of a cheerful person running alongside a small group of people chasing hens.,1,4
BCCBA-4,BCCBA,4,A pop-art painting with a green background color of a cheerful person running alongside a small group of people in a field of giraffes.,1,4
BCCBA-5,BCCBA,5,A pop-art painting with a green background color of a cheerful person running alongside a small group of people with monkeys dancing in the background.,1,4
BCCBA-6,BCCBA,6,A pop-art painting with a green background color of a cheerful person running alongside a small group of people behind leopards.,1,4
BCCBA-7,BCCBA,7,A pop-art painting with a green background color of a cheerful person running alongside a small group of people. towards a dolphin statue.,1,4
BCCBA-8,BCCBA,8,A pop-art painting with a green background color of a cheerful person running alongside a small group of people in a zebra park.,1,4
BCCBA-9,BCCBA,9,A pop-art painting with a green background color of a cheerful person running alongside a small group of people with a picture of an elephant in the background.,1,4
BCCBA-10,BCCBA,10,A pop-art painting with a green background color of a cheerful person holding his pet unicorn while running alongside a small group of people.,1,4
BCCBB-1,BCCBB,1,A basquait painting with a green background color of a cheerful person running towards a plant with some butterflies on it,1,4
BCCBB-2,BCCBB,2,An acrylic painting with a green background color of a cheerful person moving very quickly past a small group of people observing fish in an aquarium.,3,12
BCCBB-3,BCCBB,3,An acrylic painting with a green background color of a cheerful person carrying a bag of chicken while moving very quickly past a small group of people.,1,4
BCCBB-4,BCCBB,4,An acrylic painting with a green background color of a cheerful person carrying a bag of chicken while moving very quickly past a small group of people watching a giraffe eating leaves from a tree.,2,8
BCCBB-5,BCCBB,5,An acrylic painting with a green background color of a cheerful person holding his pet monkey while moving very quickly past a small group of people.,1,4
